date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:50:16	20341/20341	---M--	200	added ('OK')	image/png	etag:CI7kz9j85ooDEAE=	http://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/5453b52a-1bef-4806-b93a-654fb5b1e102/lagrinta_rouge.png?format=1500w	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/png/lagrinta_rouge26f7.png	(from https://bison-grouper-32gm.squarespace.com/)
16:50:17	132242/132242	---M-Z	200	added ('OK')	text/html	etag:W/%222bf8de772070f2bb3a27b5c8cc5d2891--gzip%22	https://bison-grouper-32gm.squarespace.com/services	C:/Users/julie/Documents/LaGrinta/LaGrinta/bison-grouper-32gm.squarespace.com/services.html	(from https://bison-grouper-32gm.squarespace.com/)
16:50:18	129124/129124	---M-Z	200	added ('OK')	text/html	etag:W/%227c86158daca07f12fa6ad613072310ba--gzip%22	https://bison-grouper-32gm.squarespace.com/a-propos	C:/Users/julie/Documents/LaGrinta/LaGrinta/bison-grouper-32gm.squarespace.com/a-propos.html	(from https://bison-grouper-32gm.squarespace.com/)
16:50:19	142930/142930	---M-Z	200	added ('OK')	text/html	etag:W/%22510a2facf3ede712eb8e3060546393df--gzip%22	https://bison-grouper-32gm.squarespace.com/contact	C:/Users/julie/Documents/LaGrinta/LaGrinta/bison-grouper-32gm.squarespace.com/contact.html	(from https://bison-grouper-32gm.squarespace.com/)
16:50:19	80664/80664	---M-Z	200	added ('OK')	text/html	etag:W/%22afc394aaa1933d13180ffe5d8e777e1b--gzip%22	https://bison-grouper-32gm.squarespace.com/appointments	C:/Users/julie/Documents/LaGrinta/LaGrinta/bison-grouper-32gm.squarespace.com/appointments.html	(from https://bison-grouper-32gm.squarespace.com/)
16:50:28	641469/641469	---M-Z	200	added ('OK')	text/javascript	etag:%22fd9b1f4d00a3ea922ffabce4c690b4dd%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-eb45cd90ec676a1cdf62-min.fr-FR.js	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/js/common-vendors-eb45cd90ec676a1cdf62-min.fr-fr.js	(from https://bison-grouper-32gm.squarespace.com/)
16:50:30	7241/7241	---M--	200	added ('OK')	image/png	etag:CMar146154oDEAE=	https://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/4bdd9b32-a513-4cfb-a543-867c21aa8487/lagrinta_eclair_rouge.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/png/lagrinta_eclair_rouge.png	(from https://bison-grouper-32gm.squarespace.com/)
16:50:31	78492/78492	---M--	200	added ('OK')	image/png	etag:CMW+wOKw54oDEAE=	https://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/581d44af-d0d2-438a-88ee-bc0d169a3ed1/target.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/png/target.png	(from https://bison-grouper-32gm.squarespace.com/)
16:50:33	17884/17884	---M--	200	added ('OK')	image/png	etag:CK2Jo/ew54oDEAE=	https://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/aaa9e95b-2060-4a00-b37f-225cf8715ec7/la-m%c3%a9thode-disc.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/png/la-m%c3%a9thode-disc.png	(from https://bison-grouper-32gm.squarespace.com/)
16:50:33	14560/14560	---M--	200	added ('OK')	image/png	etag:CKmyxeSF54oDEAE=	https://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/5bf48ce5-0f49-46a0-aaaf-c810ca88f371/qualiopi.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/png/qualiopi.png	(from https://bison-grouper-32gm.squarespace.com/)
16:50:35	73181/73181	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2246e3f73a85af36cf26f1e0586c3f48c2%22	https://bison-grouper-32gm.squarespace.com/about	C:/Users/julie/Documents/LaGrinta/LaGrinta/bison-grouper-32gm.squarespace.com/delayed/about.1d.delayed	(from https://bison-grouper-32gm.squarespace.com/)
16:50:46	172321/172321	---M--	200	added ('OK')	image/jpeg	etag:CJ/pvs385ooDEAE=	https://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/a376bce6-ec3f-4c08-839a-d1a65974e3b9/IMG_9695(2).jpg	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/jpg/img_9695(2).jpg	(from https://bison-grouper-32gm.squarespace.com/)
16:51:02	57120/57120	---M--	200	added ('OK')	image/png	etag:CISfheDQ2YoDEAE=	https://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/2bdaa977-ed3c-4635-8f97-ebb838e320fd/logo-orpi.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/png/logo-orpi.png	(from https://bison-grouper-32gm.squarespace.com/)
16:51:03	1579152/1579152	---M-Z	200	added ('OK')	text/javascript	etag:%2278eda703644b8c82a494d3cf77c666c0%22	http://assets.squarespace.com/universal/scripts-compressed/common-a810e814067378e1b4c5-min.fr-FR.js	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/js/common-a810e814067378e1b4c5-min.fr-fr.js	(from https://bison-grouper-32gm.squarespace.com/)
16:51:03	209778/209778	---M--	200	added ('OK')	image/jpeg	etag:CKTGhO66tIoDEAE=	https://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/7936c40d-5c84-4da9-a077-cb3c7203465b/IMG_9518.jpeg	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/jpg/img_9518.jpg	(from https://bison-grouper-32gm.squarespace.com/)
16:51:03	7565/7565	---M--	200	added ('OK')	image/jpeg	etag:CKf+9+nQ2YoDEAE=	https://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/fb904a94-bb4d-4dbc-8083-94cdb5ee4dd7/277765478_139766995234689_2261246919467062802_n.jpg	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/jpg/277765478_139766995234689_2261246919467062802_n.jpg	(from https://bison-grouper-32gm.squarespace.com/)
16:51:03	350667/350667	---M--	200	added ('OK')	image/jpeg	etag:CIj9vvmntIoDEAE=	https://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/e8c3feb0-17cc-46ea-a516-76ccfd3b3357/1.jpeg	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/jpg/1.jpg	(from https://bison-grouper-32gm.squarespace.com/)
16:51:04	248796/248796	---M--	200	added ('OK')	image/png	etag:CJ/6+aPR2YoDEAE=	https://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/7fc4b5e2-cbfe-4065-800f-9963c75a3d6d/logo+immodf.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/png/logo+immodf.png	(from https://bison-grouper-32gm.squarespace.com/)
16:51:04	17878/17878	---M--	200	added ('OK')	image/png	etag:CIXb4ovT2YoDEAE=	https://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/cf54786b-0984-4072-835c-4a20c2dc3373/5dcd1c9a63000010adbe31ea.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/png/5dcd1c9a63000010adbe31ea.png	(from https://bison-grouper-32gm.squarespace.com/)
16:51:04	46758/46758	---M--	200	added ('OK')	image/jpeg	etag:CJTip6rV2YoDEAE=	https://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/3f6b052b-0be8-49ac-8930-376b233241ce/mutuelle+previ.jpg	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/jpg/mutuelle+previ.jpg	(from https://bison-grouper-32gm.squarespace.com/)
16:51:04	26259/26259	---M--	200	added ('OK')	image/jpeg	etag:CNrwp8/V2YoDEAE=	https://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/8af2679d-5751-411d-b5c3-1c5f1c28bee4/PIERRE+PASSION.jpg	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/jpg/pierre+passion.jpg	(from https://bison-grouper-32gm.squarespace.com/)
16:51:04	262573/262573	---M--	200	added ('OK')	image/jpeg	etag:CNnQ5Y2wqooDEAE=	https://images.squarespace-cdn.com/content/v1/675adbf8e2506a284a8a7678/87b6478a-ed0a-4f25-bc99-314749225576/YAN+SPORT.jpeg	C:/Users/julie/Documents/LaGrinta/LaGrinta/images.squarespace-cdn.com/jpg/yan+sport.jpg	(from https://bison-grouper-32gm.squarespace.com/)
16:51:05	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:06	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:06	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:06	266896/266896	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2012%20Jan%202025%2015:51:05%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.03f6b4da1188b5006917209e252012ea.js	C:/Users/julie/Documents/LaGrinta/LaGrinta/static1.squarespace.com/js/site-bundle.03f6b4da1188b5006917209e252012ea.js	(from https://bison-grouper-32gm.squarespace.com/)
16:51:07	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:08	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:08	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:08	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:08	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:08	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:09	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:09	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:09	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:09	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:10	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:10	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:10	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:10	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2012%20Jan%202025%2015:51:10%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/static1.squarespace.com/png/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:11	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:11	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2012%20Jan%202025%2015:51:11%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/static1.squarespace.com/png/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:11	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:11	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2012%20Jan%202025%2015:51:11%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/static1.squarespace.com/png/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:11	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:12	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2012%20Jan%202025%2015:51:12%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/static1.squarespace.com/png/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:12	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:12	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2012%20Jan%202025%2015:51:12%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/static1.squarespace.com/png/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:12	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
16:51:13	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/Users/julie/Documents/LaGrinta/LaGrinta/assets.squarespace.com/png/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/675adbf8e2506a284a8a7678/90/5c5a519771c10ba3470d8101/675adbf9e2506a284a8a767f/1600/site.css)
